"county","tract","state","puma12","stab","cntyname","PUMAname","pop10","afact"
"County code","Tract","State code","puma12","State abbreviation","County name","PUMA12 name","Total population (2010)","tract to puma12 allocation factor"
"53033","0268.01","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",5385,1 
"53033","0268.02","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",4906,1 
"53033","0270.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",3489,1 
"53033","0271.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",3431,1 
"53033","0272.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",2558,1 
"53033","0273.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",6327,1 
"53033","0274.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",5421,1 
"53033","0275.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",4718,1 
"53033","0276.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",4648,1 
"53033","0277.01","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",5679,1 
"53033","0277.02","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",4945,1 
"53033","0278.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",3290,1 
"53033","0279.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",6514,1 
"53033","0280.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",3366,1 
"53033","0281.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",2477,1 
"53033","0282.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",4718,1 
"53033","0283.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",4580,1 
"53033","0284.02","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",5097,1 
"53033","0284.03","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",4986,1 
"53033","0285.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",3847,1 
"53033","0286.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",6214,1 
"53033","0287.00","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",5055,1 
"53033","0288.01","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",3095,1 
"53033","0288.02","53","11611","WA","King WA","King County (West Central)--Burien, SeaTac, Tukwila Cities & White Center",6128,1 
"53033","0289.01","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",3368,1 
"53033","0289.02","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",6495,1 
"53033","0290.01","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",4230,1 
"53033","0290.03","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",5466,1 
"53033","0290.04","53","11613","WA","King WA","King County (Southwest Central)--Kent City",3751,1 
"53033","0291.01","53","11613","WA","King WA","King County (Southwest Central)--Kent City",2990,1 
"53033","0291.02","53","11613","WA","King WA","King County (Southwest Central)--Kent City",4329,1 
"53033","0292.03","53","11613","WA","King WA","King County (Southwest Central)--Kent City",3537,1 
"53033","0292.04","53","11613","WA","King WA","King County (Southwest Central)--Kent City",6666,1 
"53033","0292.05","53","11613","WA","King WA","King County (Southwest Central)--Kent City",4602,1 
"53033","0292.06","53","11613","WA","King WA","King County (Southwest Central)--Kent City",3853,1 
"53033","0293.03","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",7517,1 
"53033","0293.04","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",4836,1 
"53033","0293.05","53","11613","WA","King WA","King County (Southwest Central)--Kent City",3914,1 
"53033","0293.06","53","11613","WA","King WA","King County (Southwest Central)--Kent City",3283,1 
"53033","0293.07","53","11613","WA","King WA","King County (Southwest Central)--Kent City",3883,1 
"53033","0294.03","53","11613","WA","King WA","King County (Southwest Central)--Kent City",5535,1 
"53033","0294.05","53","11613","WA","King WA","King County (Southwest Central)--Kent City",5861,1 
"53033","0294.06","53","11613","WA","King WA","King County (Southwest Central)--Kent City",5004,1 
"53033","0294.07","53","11613","WA","King WA","King County (Southwest Central)--Kent City",4885,1 
"53033","0294.08","53","11613","WA","King WA","King County (Southwest Central)--Kent City",4376,1 
"53033","0295.02","53","11613","WA","King WA","King County (Southwest Central)--Kent City",6780,1 
"53033","0295.03","53","11613","WA","King WA","King County (Southwest Central)--Kent City",7896,1 
"53033","0295.04","53","11613","WA","King WA","King County (Southwest Central)--Kent City",5292,1 
"53033","0296.01","53","11613","WA","King WA","King County (Southwest Central)--Kent City",7153,1 
"53033","0296.02","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",5462,1 
"53033","0297.00","53","11613","WA","King WA","King County (Southwest Central)--Kent City",7056,1 
"53033","0298.01","53","11613","WA","King WA","King County (Southwest Central)--Kent City",7914,1 
"53033","0298.02","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",8969,1 
"53033","0299.01","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",4823,1 
"53033","0299.02","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",4427,1 
"53033","0300.03","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",5877,1 
"53033","0300.04","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",8055,1 
"53033","0300.05","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",5530,1 
"53033","0300.06","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",3736,1 
"53033","0301.00","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",7323,1 
"53033","0302.01","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",5327,1 
"53033","0302.02","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",6484,1 
"53033","0303.04","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",2987,1 
"53033","0303.05","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",4906,1 
"53033","0303.06","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",5681,1 
"53033","0303.08","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",6266,1 
"53033","0303.09","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",5730,1 
"53033","0303.10","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",5551,1 
"53033","0303.11","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",5034,1 
"53033","0303.12","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",4736,1 
"53033","0303.13","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",3612,1 
"53033","0303.14","53","11612","WA","King WA","King County (Far Southwest)--Federal Way, Des Moines Cities & Vashon Island",3795,1 
"53033","0304.01","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",8134,1 
"53033","0304.03","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",4270,1 
"53033","0304.04","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",4208,1 
"53033","0305.01","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",1686,1 
"53033","0305.03","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",4181,1 
"53033","0305.04","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",4484,1 
"53033","0306.00","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",5331,1 
"53033","0307.00","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",3796,1 
"53033","0308.01","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",6575,1 
"53033","0308.02","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",3683,1 
"53033","0309.01","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",3606,1 
"53033","0309.02","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",5605,1 
"53033","0310.00","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",3347,1 
"53033","0311.00","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",6718,1 
"53033","0312.02","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",6401,1 
"53033","0312.04","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",6038,1 
"53033","0312.05","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",6673,1 
"53033","0312.06","53","11614","WA","King WA","King County (Southwest)--Auburn City & Lakeland",4877,1 
"53033","0313.01","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",2487,1 
"53033","0313.02","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",4371,1 
"53033","0314.00","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",5780,1 
"53033","0315.01","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",3616,1 
"53033","0315.02","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",3876,1 
"53033","0316.01","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",5134,1 
"53033","0316.03","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",5728,1 
"53033","0316.04","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",4797,1 
"53033","0316.05","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",3589,1 
"53033","0317.03","53","11613","WA","King WA","King County (Southwest Central)--Kent City",6649,1 
"53033","0317.04","53","11613","WA","King WA","King County (Southwest Central)--Kent City",5539,1 
"53033","0317.05","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",3744,1 
"53033","0317.06","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",6310,1 
"53033","0318.00","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",4777,1 
"53033","0319.03","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",6411,1 
"53033","0319.04","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",3329,1 
"53033","0319.06","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",3594,1 
"53033","0319.07","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",7399,1 
"53033","0319.08","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",4266,1 
"53033","0319.09","53","11610","WA","King WA","King County (Central)--Renton City, Fairwood, Bryn Mawr & Skyway",3037,1 
"53033","0320.02","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",2906,1 
"53033","0320.03","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",4754,1 
"53033","0320.05","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",6457,1 
"53033","0320.06","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",4275,1 
"53033","0320.07","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",3457,1 
"53033","0320.08","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",4090,1 
"53033","0320.10","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",5175,1 
"53033","0320.11","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",4117,1 
"53033","0321.02","53","11615","WA","King WA","King County (Southeast)--Maple Valley, Covington & Enumclaw Cities",4546,1 
"53033","0321.03","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",4280,1 
"53033","0321.04","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",6033,1 
"53033","0322.03","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",6638,1 
"53033","0322.07","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",3254,1 
"53033","0322.08","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",7936,1 
"53033","0322.10","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",10572,1 
"53033","0322.11","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",4803,1 
"53033","0322.12","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",7787,1 
"53033","0322.13","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",4376,1 
"53033","0322.14","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",6264,1 
"53033","0322.15","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",4629,1 
"53033","0323.07","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",6368,1 
"53033","0323.09","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5212,1 
"53033","0323.11","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",5837,1 
"53033","0323.13","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5576,1 
"53033","0323.15","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",5256,1 
"53033","0323.16","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",5495,1 
"53033","0323.17","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",6038,1 
"53033","0323.18","53","11609","WA","King WA","King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities",5646,1 
"53033","0323.19","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",4703,1 
"53033","0323.20","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",4205,1 
"53033","0323.21","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",4959,1 
"53033","0323.22","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",3344,1 
"53033","0323.23","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5483,1 
"53033","0323.24","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5053,1 
"53033","0323.25","53","11607","WA","King WA","King County (Northwest)--Redmond, Kirkland Cities, Inglewood & Finn Hill",5791,1 
"53033","0323.26","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",3762,1 
"53033","0323.27","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",3834,1 
"53033","0323.28","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",3245,1 
"53033","0323.29","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",6599,1 
"53033","0324.01","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",5859,1 
"53033","0324.02","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",6010,1 
"53033","0325.00","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",5237,1 
"53033","0326.01","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",2785,1 
"53033","0326.02","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",11041,1 
"53033","0327.02","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",6545,1 
"53033","0327.03","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",2020,1 
"53033","0327.04","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",6014,1 
"53033","0328.00","53","11616","WA","King WA","King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill",2851,1 
"53035","0801.01","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",2417,1 
"53035","0801.02","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",4615,1 
"53035","0802.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",3511,1 
"53035","0803.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",3149,1 
"53035","0804.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",3361,1 
"53035","0805.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",2900,1 
"53035","0806.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",4921,1 
"53035","0807.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",3236,1 
"53035","0808.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",1921,1 
"53035","0809.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",4430,1 
"53035","0810.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",3652,1 
"53035","0811.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",2897,1 
"53035","0812.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",3017,1 
"53035","0814.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",3513,1 
"53035","0901.01","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",5611,1 
"53035","0901.02","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",5781,1 
"53035","0902.01","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",4573,1 
"53035","0902.02","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",5079,1 
"53035","0903.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",6054,1 
"53035","0904.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",4574,1 
"53035","0905.01","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",3955,1 
"53035","0905.02","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",4559,1 
"53035","0907.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",5183,1 
"53035","0908.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",4169,1 
"53035","0909.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",7032,1 
"53035","0910.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",6641,1 
"53035","0911.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",4866,1 
"53035","0912.01","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",3886,1 
"53035","0912.03","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",7182,1 
"53035","0912.04","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",3135,1 
"53035","0913.01","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",4327,1 
"53035","0913.02","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",5609,1 
"53035","0914.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",3093,1 
"53035","0915.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",3968,1 
"53035","0916.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",6356,1 
"53035","0917.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",7944,1 
"53035","0918.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",2944,1 
"53035","0919.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",4160,1 
"53035","0920.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",5683,1 
"53035","0921.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",6565,1 
"53035","0922.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",6804,1 
"53035","0923.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",6123,1 
"53035","0924.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",6029,1 
"53035","0925.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",5609,1 
"53035","0926.00","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",6035,1 
"53035","0927.01","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",4639,1 
"53035","0927.04","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",3215,1 
"53035","0928.01","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",4311,1 
"53035","0928.02","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",4395,1 
"53035","0928.03","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",2788,1 
"53035","0929.01","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",5645,1 
"53035","0929.02","53","11802","WA","Kitsap WA","Kitsap County (South)--Bremerton & Port Orchard Cities",5422,1 
"53035","9400.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",3500,1 
"53035","9401.00","53","11801","WA","Kitsap WA","Kitsap County (North)--Bainbridge Island City & Silverdale",6149,1 
"53037","9751.00","53","10800","WA","Kittitas WA","Grant & Kittitas Counties",6339,1 
"53037","9752.00","53","10800","WA","Kittitas WA","Grant & Kittitas Counties",5238,1 
"53037","9753.00","53","10800","WA","Kittitas WA","Grant & Kittitas Counties",4359,1 
"53037","9754.01","53","10800","WA","Kittitas WA","Grant & Kittitas Counties",7501,1 
"53037","9754.02","53","10800","WA","Kittitas WA","Grant & Kittitas Counties",4855,1 
"53037","9755.00","53","10800","WA","Kittitas WA","Grant & Kittitas Counties",5753,1 
"53037","9756.00","53","10800","WA","Kittitas WA","Grant & Kittitas Counties",2615,1 
"53037","9757.00","53","10800","WA","Kittitas WA","Grant & Kittitas Counties",4255,1 
"53039","9501.00","53","11000","WA","Klickitat WA","Lewis, Klickitat & Skamania Counties",8325,1 
"53039","9502.00","53","11000","WA","Klickitat WA","Lewis, Klickitat & Skamania Counties",4224,1 
"53039","9503.00","53","11000","WA","Klickitat WA","Lewis, Klickitat & Skamania Counties",7769,1 
"53041","9701.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",3379,1 
"53041","9702.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",3248,1 
"53041","9703.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",4973,1 
"53041","9704.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",5703,1 
"53041","9705.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2099,1 
"53041","9706.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2005,1 
"53041","9707.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",4184,1 
"53041","9708.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",4109,1 
"53041","9709.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",1799,1 
"53041","9710.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2949,1 
"53041","9711.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",3819,1 
"53041","9712.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",3303,1 
"53041","9713.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",5571,1 
"53041","9714.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2608,1 
"53041","9715.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",7092,1 
"53041","9716.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",3945,1 
"53041","9717.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",4652,1 
"53041","9718.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",4175,1 
"53041","9719.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2931,1 
"53041","9720.00","53","11000","WA","Lewis WA","Lewis, Klickitat & Skamania Counties",2911,1 
"53043","9601.00","53","10600","WA","Lincoln WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",1743,1 
"53043","9602.00","53","10600","WA","Lincoln WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",3115,1 
"53043","9603.00","53","10600","WA","Lincoln WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",2714,1 
"53043","9604.00","53","10600","WA","Lincoln WA","Whitman, Asotin, Adams, Lincoln, Columbia & Garfield Counties",2998,1 
"53045","9400.00","53","11300","WA","Mason WA","Grays Harbor & Mason Counties",730,1 
"53045","9601.00","53","11300","WA","Mason WA","Grays Harbor & Mason Counties",724,1 
"53045","9602.00","53","11300","WA","Mason WA","Grays Harbor & Mason Counties",5743,1 
"53045","9603.00","53","11300","WA","Mason WA","Grays Harbor & Mason Counties",6144,1 
